date,Suhu rata-rata,Suhu maksimum,Suhu minimum,Kelembapan udara,Kecepatan angin,kecamatan,jenis_tanah,resiko_bencana,target_commodity
7/29/2025,28.2,29.28,27.37,84.23,1.12,Langkahan,Podsolik,Rendah,Padi
7/30/2025,28.86,32.21,26.15,74.42,0.81,Langkahan,Podsolik,Rendah,Padi
7/31/2025,27.79,29.75,25.99,84.08,1.96,Langkahan,Podsolik,Rendah,Padi
8/1/2025,28.27,30.37,26.32,83.93,1.6,Langkahan,Podsolik,Rendah,Padi
8/2/2025,28.24,30.54,26.16,82.57,1.88,Langkahan,Podsolik,Rendah,Padi
8/3/2025,27.17,28.54,26.32,89.33,2.54,Langkahan,Podsolik,Rendah,Padi
8/4/2025,28.13,31.24,25.79,75.93,1.3,Langkahan,Podsolik,Rendah,Padi
8/5/2025,27.51,29.47,25.85,83.49,1.61,Langkahan,Podsolik,Rendah,Padi
8/6/2025,27.65,29.78,26.5,81.42,1.63,Langkahan,Podsolik,Rendah,Padi
8/7/2025,26.73,27.82,25.85,88.06,1.83,Langkahan,Podsolik,Rendah,Padi
8/8/2025,27.48,30.09,25.53,80.24,1,Langkahan,Podsolik,Rendah,Padi
8/9/2025,28.06,31,26.43,83.56,1.96,Langkahan,Podsolik,Rendah,Padi
8/10/2025,26.91,29.61,25.25,82.56,3.12,Langkahan,Podsolik,Rendah,Padi
8/11/2025,27.47,30.75,24.31,74.64,1.41,Langkahan,Podsolik,Rendah,Padi
8/12/2025,27.35,30.22,24.94,76.63,1.79,Langkahan,Podsolik,Rendah,Padi
8/13/2025,25.81,28.19,23.28,85.85,2.1,Langkahan,Podsolik,Rendah,Padi
8/14/2025,27.25,30.17,24.8,75.77,1.07,Langkahan,Podsolik,Rendah,Padi
8/15/2025,26.9,29.03,25.11,83.99,1.43,Langkahan,Podsolik,Rendah,Padi
8/16/2025,27.05,29.9,24.61,80.12,1.45,Langkahan,Podsolik,Rendah,Padi
8/17/2025,27.39,30.3,24.46,80.86,1.78,Langkahan,Podsolik,Rendah,Padi
8/18/2025,28.07,30.45,25.88,78.83,1.27,Langkahan,Podsolik,Rendah,Padi
8/19/2025,28.15,30.87,26.31,80.72,1.6,Langkahan,Podsolik,Rendah,Padi
8/20/2025,27.85,31.46,24.95,73.28,1.67,Langkahan,Podsolik,Rendah,Padi
8/21/2025,26.73,28.59,25.42,84.12,1.36,Langkahan,Podsolik,Rendah,Padi
8/22/2025,26.96,29.78,24.82,78.78,1.99,Langkahan,Podsolik,Rendah,Padi
8/23/2025,26.92,30.38,24.08,76.31,1.69,Langkahan,Podsolik,Rendah,Padi
8/24/2025,26.62,30.2,22.77,78.64,1.45,Langkahan,Podsolik,Rendah,Padi
8/25/2025,27.37,29.8,24.61,77.84,1.34,Langkahan,Podsolik,Rendah,Padi
8/26/2025,27.51,30.36,24.9,77.45,1.14,Langkahan,Podsolik,Rendah,Padi
8/27/2025,27.57,30.91,25.32,78.12,1.59,Langkahan,Podsolik,Rendah,Padi
8/28/2025,27.49,30.4,24.73,77.43,1.36,Langkahan,Podsolik,Rendah,Padi
8/29/2025,27.95,31.2,25.08,75.48,1.62,Langkahan,Podsolik,Rendah,Padi
8/30/2025,27.63,30.56,25,78.09,1.57,Langkahan,Podsolik,Rendah,Padi
8/31/2025,27.44,30.74,24.11,74.38,1.53,Langkahan,Podsolik,Rendah,Padi
9/1/2025,26.88,29.23,24.79,77.81,1.06,Langkahan,Podsolik,Rendah,Padi
9/2/2025,27.32,29.85,25.07,77.14,1.52,Langkahan,Podsolik,Rendah,Padi
9/3/2025,26.81,29.4,24.78,82.3,1.46,Langkahan,Podsolik,Rendah,Padi
9/4/2025,27.34,29.92,25.11,75.31,1.52,Langkahan,Podsolik,Rendah,Padi
9/5/2025,27.49,31.25,23.91,74.87,1.55,Langkahan,Podsolik,Rendah,Padi
9/6/2025,27.24,30.03,25.3,81.51,1.62,Langkahan,Podsolik,Rendah,Padi
9/7/2025,25.84,29.57,23.7,81.57,1.69,Langkahan,Podsolik,Rendah,Padi
9/8/2025,27,29.58,24.86,86.32,2.18,Langkahan,Podsolik,Rendah,Padi
9/9/2025,26.31,28.3,23.68,79.55,1.51,Langkahan,Podsolik,Rendah,Padi
9/10/2025,26.94,29.46,24.98,84.75,1.81,Langkahan,Podsolik,Rendah,Padi
9/11/2025,27.86,31,25.03,77.65,1.8,Langkahan,Podsolik,Rendah,Padi
9/12/2025,26.65,28.21,25.1,84.64,1.36,Langkahan,Podsolik,Rendah,Padi
9/13/2025,27.18,29.43,25.38,83.33,0.93,Langkahan,Podsolik,Rendah,Padi
9/14/2025,26.19,28.89,24.12,85.5,1.35,Langkahan,Podsolik,Rendah,Padi
9/15/2025,27.57,31.27,25.21,80.81,1.7,Langkahan,Podsolik,Rendah,Padi
9/16/2025,27.13,29.91,24.78,81.21,1.59,Langkahan,Podsolik,Rendah,Padi
9/17/2025,26.47,28.1,24.98,87.02,2.29,Langkahan,Podsolik,Rendah,Padi
9/18/2025,26.68,28.62,25.28,83.6,1.6,Langkahan,Podsolik,Rendah,Padi
9/19/2025,27.44,30.53,24.86,75.22,1.22,Langkahan,Podsolik,Rendah,Padi
9/20/2025,27.93,31.19,25.49,75.88,1.25,Langkahan,Podsolik,Rendah,Padi
9/21/2025,28.31,31.18,25.77,83.06,1.82,Langkahan,Podsolik,Rendah,Padi
9/22/2025,28.1,29.85,26.69,84.41,1.93,Langkahan,Podsolik,Rendah,Padi
9/23/2025,27.8,30.53,25.82,78.98,1.51,Langkahan,Podsolik,Rendah,Padi
9/24/2025,27.41,31.93,23.06,78.76,1.26,Langkahan,Podsolik,Rendah,Padi
9/25/2025,27.38,30.79,24.54,76.6,1.54,Langkahan,Podsolik,Rendah,Padi
9/26/2025,26.7,28.49,24.94,83.7,1.52,Langkahan,Podsolik,Rendah,Padi
9/27/2025,27.21,29.66,25.5,82.18,2.04,Langkahan,Podsolik,Rendah,Padi
9/28/2025,27.15,30.33,24.53,79.8,2.16,Langkahan,Podsolik,Rendah,Padi
9/29/2025,26.95,30.29,24.2,78.73,1.48,Langkahan,Podsolik,Rendah,Padi
9/30/2025,27.29,29.78,24.81,78.38,1.64,Langkahan,Podsolik,Rendah,Padi
10/1/2025,26.05,27.65,24.64,84.98,1.5,Langkahan,Podsolik,Rendah,Padi
10/2/2025,27.36,30.41,24.46,75.67,1.32,Langkahan,Podsolik,Rendah,Padi
10/3/2025,26.95,29.01,25.74,79.03,1.04,Langkahan,Podsolik,Rendah,Padi
10/4/2025,26.9,29.79,24.95,78.33,1.21,Langkahan,Podsolik,Rendah,Padi
10/5/2025,27.42,30.2,25.36,76.71,1.16,Langkahan,Podsolik,Rendah,Padi
10/6/2025,27.53,30.04,25.51,81.49,1.69,Langkahan,Podsolik,Rendah,Padi
10/7/2025,27.38,29.96,25.73,79.92,1.65,Langkahan,Podsolik,Rendah,Padi
10/8/2025,26.71,28.59,25.22,84.83,1.43,Langkahan,Podsolik,Rendah,Padi
10/9/2025,26.93,29.4,25.24,83.42,2.62,Langkahan,Podsolik,Rendah,Padi
10/10/2025,26.69,29.15,24.77,85.2,2.71,Langkahan,Podsolik,Rendah,Padi
10/11/2025,26.94,29.9,24.82,82.46,1.96,Langkahan,Podsolik,Rendah,Padi
10/12/2025,27.37,30.62,24.57,78.81,1.43,Langkahan,Podsolik,Rendah,Padi
10/13/2025,27.33,28.9,25.95,85.82,2.34,Langkahan,Podsolik,Rendah,Padi
10/14/2025,26.83,27.97,25.79,88.54,2.38,Langkahan,Podsolik,Rendah,Padi
10/15/2025,27.08,29.31,25.58,88.49,2.3,Langkahan,Podsolik,Rendah,Padi
10/16/2025,27.59,30.49,25.36,81.44,1.24,Langkahan,Podsolik,Rendah,Padi
10/17/2025,27.4,29.87,25.68,83.96,1.51,Langkahan,Podsolik,Rendah,Padi
10/18/2025,26.76,28.52,25.56,85.3,1.72,Langkahan,Podsolik,Rendah,Padi
10/19/2025,26.74,29.48,25.35,87.91,1.93,Langkahan,Podsolik,Rendah,Padi
10/20/2025,26.7,29.92,24.36,81.79,2.51,Langkahan,Podsolik,Rendah,Padi
10/21/2025,26.48,29.61,23.57,81.68,2.63,Langkahan,Podsolik,Rendah,Padi
10/22/2025,26.07,28.55,24.05,86.65,3.24,Langkahan,Podsolik,Rendah,Padi
10/23/2025,25.71,27.62,24.68,89.12,3.04,Langkahan,Podsolik,Rendah,Padi
10/24/2025,26.53,29.54,24.21,83.41,2.71,Langkahan,Podsolik,Rendah,Padi
10/25/2025,27.22,30.45,24.45,77.19,0.94,Langkahan,Podsolik,Rendah,Padi
10/26/2025,26.4,28.55,24.83,87.2,1.98,Langkahan,Podsolik,Rendah,Padi
10/27/2025,26.81,29.41,24.96,83.54,1.44,Langkahan,Podsolik,Rendah,Padi
10/28/2025,26.85,29.41,25.29,85.68,2.27,Langkahan,Podsolik,Rendah,Padi
10/29/2025,26.55,28.98,24.9,85.54,2.67,Langkahan,Podsolik,Rendah,Padi
10/30/2025,27.09,30.18,24.53,82.4,2.41,Langkahan,Podsolik,Rendah,Padi
10/31/2025,27.38,30.61,24.84,82.96,1.87,Langkahan,Podsolik,Rendah,Padi
11/1/2025,27.32,29.23,25.99,84.89,1.41,Langkahan,Podsolik,Rendah,Padi
11/2/2025,27.93,29.65,26.48,84.26,1.17,Langkahan,Podsolik,Rendah,Padi
11/3/2025,27.69,30.39,25.77,79.3,1.42,Langkahan,Podsolik,Rendah,Padi
11/4/2025,27.09,30.75,24.47,78.25,2.32,Langkahan,Podsolik,Rendah,Padi
11/5/2025,26.75,30.96,22.27,78.38,1.49,Langkahan,Podsolik,Rendah,Padi
11/6/2025,26.37,28.76,24.65,85.52,1.99,Langkahan,Podsolik,Rendah,Padi
11/7/2025,26.69,30.21,23.5,76.14,2.28,Langkahan,Podsolik,Rendah,Padi
11/8/2025,26.9,29.31,24.86,86.72,1.72,Langkahan,Podsolik,Rendah,Padi
11/9/2025,26.7,28.47,24.89,85.12,1.32,Langkahan,Podsolik,Rendah,Padi
11/10/2025,27.65,30.58,25.82,84.36,1.24,Langkahan,Podsolik,Rendah,Padi
11/11/2025,27.44,30.48,25.11,82.21,1.97,Langkahan,Podsolik,Rendah,Padi
11/12/2025,26.95,29.19,25.21,81.7,1.25,Langkahan,Podsolik,Rendah,Padi
11/13/2025,26.7,29.37,24.65,83.85,2.07,Langkahan,Podsolik,Rendah,Padi
11/14/2025,26.33,29.44,23.73,79.65,1.68,Langkahan,Podsolik,Rendah,Padi
11/15/2025,26.74,28.86,24.79,84.65,1.57,Langkahan,Podsolik,Rendah,Padi
11/16/2025,26.86,28.98,25.06,84.36,2.8,Langkahan,Podsolik,Rendah,Padi
11/17/2025,27.13,29.7,25.06,83.11,1.65,Langkahan,Podsolik,Rendah,Padi
11/18/2025,26,26.92,25.17,89.13,2.6,Langkahan,Podsolik,Rendah,Padi
11/19/2025,26.8,30.66,24.78,83.62,2.07,Langkahan,Podsolik,Rendah,Padi
11/20/2025,25.91,27.31,24.85,90.29,3.21,Langkahan,Podsolik,Rendah,Padi
11/21/2025,25.48,26.47,24.83,92.97,2.87,Langkahan,Podsolik,Rendah,Padi
11/22/2025,24.98,25.91,24.24,92.6,4.34,Langkahan,Podsolik,Rendah,Padi
11/23/2025,24.74,25.86,23.77,92.52,3.98,Langkahan,Podsolik,Rendah,Padi
11/24/2025,25.31,26.38,24.37,93.25,2.71,Langkahan,Podsolik,Rendah,Padi
11/25/2025,25.75,26.47,25.06,94.11,6.49,Langkahan,Podsolik,Rendah,Padi
11/26/2025,25.9,26.18,25.32,94.18,6.32,Langkahan,Podsolik,Rendah,Padi
11/27/2025,25.2,26.11,24.02,89.7,2.64,Langkahan,Podsolik,Rendah,Padi
11/28/2025,24.96,26.59,23.99,84.77,1.34,Langkahan,Podsolik,Rendah,Padi
11/29/2025,26.01,28.36,24.46,81.34,1.46,Langkahan,Podsolik,Rendah,Padi
11/30/2025,26.1,28.78,24.3,83.8,1.95,Langkahan,Podsolik,Rendah,Padi
12/1/2025,26.09,28.87,24.06,83.78,1.92,Langkahan,Podsolik,Rendah,Padi
12/2/2025,26.12,28.74,24.02,83.81,1.79,Langkahan,Podsolik,Rendah,Padi
12/3/2025,26.25,28.2,24.86,87.6,2.76,Langkahan,Podsolik,Rendah,Padi
12/4/2025,25.92,27.38,24.09,84.53,1.53,Langkahan,Podsolik,Rendah,Padi
12/5/2025,26.8,29.04,25.08,84.07,1.5,Langkahan,Podsolik,Rendah,Padi
12/6/2025,26.47,28.35,25.16,85.4,1.31,Langkahan,Podsolik,Rendah,Padi
12/7/2025,26.81,29.33,25.23,85.11,1.46,Langkahan,Podsolik,Rendah,Padi
12/8/2025,26.42,28.2,25.27,85.17,2.61,Langkahan,Podsolik,Rendah,Padi
12/9/2025,26.18,27.71,24.82,81.36,2.61,Langkahan,Podsolik,Rendah,Padi
12/10/2025,26.32,28.6,24.87,79.13,2.04,Langkahan,Podsolik,Rendah,Padi
12/11/2025,26.67,29.18,25.01,82.01,1.45,Langkahan,Podsolik,Rendah,Padi
12/12/2025,26.09,27.79,24.86,86.46,1.68,Langkahan,Podsolik,Rendah,Padi
12/13/2025,26.29,28.57,24.67,84.35,1.36,Langkahan,Podsolik,Rendah,Padi
12/14/2025,26,27.12,25.01,87.2,1.39,Langkahan,Podsolik,Rendah,Padi
12/15/2025,26.08,27.49,24.83,86.47,1.91,Langkahan,Podsolik,Rendah,Padi
12/16/2025,26.3,28.2,25.02,85.46,1.56,Langkahan,Podsolik,Rendah,Padi
12/17/2025,25.93,27.23,24.71,90.76,2.2,Langkahan,Podsolik,Rendah,Padi
12/18/2025,25.82,27.66,24.6,86.3,1.15,Langkahan,Podsolik,Rendah,Padi
12/19/2025,26.15,28.4,24.51,84.88,1.72,Langkahan,Podsolik,Rendah,Padi
12/20/2025,26.63,28.88,25.13,82.12,1.45,Langkahan,Podsolik,Rendah,Padi
12/21/2025,26.56,28.94,24.43,82.18,1.6,Langkahan,Podsolik,Rendah,Padi
12/22/2025,27.32,29.78,25.58,82.83,1.84,Langkahan,Podsolik,Rendah,Padi
12/23/2025,26.89,28.94,25.38,85.73,2.48,Langkahan,Podsolik,Rendah,Padi
12/24/2025,26.66,28.46,24.84,86.12,2.37,Langkahan,Podsolik,Rendah,Padi
12/25/2025,26.26,28.9,23.9,81.58,1.65,Langkahan,Podsolik,Rendah,Padi
12/26/2025,26.58,28.52,24.87,86.65,1.71,Langkahan,Podsolik,Rendah,Padi
12/27/2025,26.16,27.57,24.97,89.5,2.02,Langkahan,Podsolik,Rendah,Padi
12/28/2025,26.33,28.2,24.54,90.02,2.36,Langkahan,Podsolik,Rendah,Padi
12/29/2025,26.04,27.52,25.19,89.17,1.95,Langkahan,Podsolik,Rendah,Padi
12/30/2025,25.95,27.26,24.82,87.24,1.62,Langkahan,Podsolik,Rendah,Padi
12/31/2025,26.64,28.89,24.3,85.88,2.37,Langkahan,Podsolik,Rendah,Padi
1/1/2020,27.86,28.1,27.6,76.89,4.77,Seunuddon,Aluvial,Tinggi,Padi
1/2/2020,27.79,27.99,27.43,78.85,4.64,Seunuddon,Aluvial,Tinggi,Padi
1/3/2020,27.62,27.85,27.32,81.47,4.02,Seunuddon,Aluvial,Tinggi,Padi
1/4/2020,27.42,27.65,27.1,80.56,4.28,Seunuddon,Aluvial,Tinggi,Padi
1/5/2020,27.22,27.44,26.76,79.85,3.32,Seunuddon,Aluvial,Tinggi,Padi
1/6/2020,27.37,27.54,27.11,78.38,3.49,Seunuddon,Aluvial,Tinggi,Padi
1/7/2020,27.65,27.98,27.33,75.58,2.76,Seunuddon,Aluvial,Tinggi,Padi
1/8/2020,27.71,28.02,27.24,79.99,3.17,Seunuddon,Aluvial,Tinggi,Padi
1/9/2020,27.8,28.19,27.5,80.55,2.97,Seunuddon,Aluvial,Tinggi,Padi
1/10/2020,27.65,28,27.38,78.87,2.45,Seunuddon,Aluvial,Tinggi,Padi
1/11/2020,27.34,27.59,27.12,83.17,2.64,Seunuddon,Aluvial,Tinggi,Padi
1/12/2020,27.32,27.61,26.97,82.21,1.79,Seunuddon,Aluvial,Tinggi,Padi
1/13/2020,27.46,27.89,27.15,82.46,2.21,Seunuddon,Aluvial,Tinggi,Padi
1/14/2020,28.03,28.23,27.85,78.27,2.9,Seunuddon,Aluvial,Tinggi,Padi
1/15/2020,27.79,27.99,27.59,77.72,2.7,Seunuddon,Aluvial,Tinggi,Padi
1/16/2020,27.92,28.17,27.65,75.87,2.93,Seunuddon,Aluvial,Tinggi,Padi
1/17/2020,27.82,27.94,27.68,78.36,3.04,Seunuddon,Aluvial,Tinggi,Padi
1/18/2020,28.07,28.29,27.57,78.91,3.47,Seunuddon,Aluvial,Tinggi,Padi
1/19/2020,27.87,28,27.64,82.3,2.87,Seunuddon,Aluvial,Tinggi,Padi
1/20/2020,27.95,28.23,27.5,82.09,3.57,Seunuddon,Aluvial,Tinggi,Padi
1/21/2020,27.65,27.96,27.07,84.18,3.64,Seunuddon,Aluvial,Tinggi,Padi
1/22/2020,27.59,28.01,26.99,80.86,3.82,Seunuddon,Aluvial,Tinggi,Padi
1/23/2020,27.57,27.88,27.1,81.29,2.85,Seunuddon,Aluvial,Tinggi,Padi
1/24/2020,27.89,28.12,27.61,80.36,3.16,Seunuddon,Aluvial,Tinggi,Padi
1/25/2020,27.85,28.27,27.44,74.45,2.8,Seunuddon,Aluvial,Tinggi,Padi
1/26/2020,27.78,28.25,27.29,74.27,2.22,Seunuddon,Aluvial,Tinggi,Padi
1/27/2020,27.66,28.09,27.02,81.8,3.56,Seunuddon,Aluvial,Tinggi,Padi
1/28/2020,27.8,28.05,27.63,81.34,4.38,Seunuddon,Aluvial,Tinggi,Padi
1/29/2020,27.46,27.62,27.33,79.14,4.96,Seunuddon,Aluvial,Tinggi,Padi
1/30/2020,27.39,27.76,26.9,79.19,3.27,Seunuddon,Aluvial,Tinggi,Padi
1/31/2020,27.66,28.04,27.24,77.4,3.62,Seunuddon,Aluvial,Tinggi,Padi
2/1/2020,27.77,28.11,27.2,80.14,3.28,Seunuddon,Aluvial,Tinggi,Padi
2/2/2020,28.17,28.47,27.95,78.93,4.63,Seunuddon,Aluvial,Tinggi,Padi
2/3/2020,27.83,28.2,27.54,75.92,3.35,Seunuddon,Aluvial,Tinggi,Padi
2/4/2020,27.65,27.96,27.42,73.38,3.33,Seunuddon,Aluvial,Tinggi,Padi
2/5/2020,27.74,27.97,27.36,72.42,3.09,Seunuddon,Aluvial,Tinggi,Padi
2/6/2020,27.85,28.09,27.42,76.78,3.23,Seunuddon,Aluvial,Tinggi,Padi
2/7/2020,27.85,28.15,27.46,77.61,3.02,Seunuddon,Aluvial,Tinggi,Padi
2/8/2020,28.02,28.58,27.58,73.66,2.68,Seunuddon,Aluvial,Tinggi,Padi
2/9/2020,27.89,28.1,27.18,76.82,3.31,Seunuddon,Aluvial,Tinggi,Padi
2/10/2020,27.75,28.43,26.69,81.52,4.2,Seunuddon,Aluvial,Tinggi,Padi
2/11/2020,27.79,28.08,27.51,85.15,5.79,Seunuddon,Aluvial,Tinggi,Padi
2/12/2020,27.69,28.09,27.42,85.27,4.34,Seunuddon,Aluvial,Tinggi,Padi
2/13/2020,27.85,28.12,27.19,81.28,2.51,Seunuddon,Aluvial,Tinggi,Padi
2/14/2020,27.98,28.29,27.52,82.24,3.4,Seunuddon,Aluvial,Tinggi,Padi
2/15/2020,27.81,27.93,27.54,84.14,4.2,Seunuddon,Aluvial,Tinggi,Padi
2/16/2020,27.84,28.06,27.47,80.93,3.32,Seunuddon,Aluvial,Tinggi,Padi
2/17/2020,27.77,27.88,27.58,80.77,2.02,Seunuddon,Aluvial,Tinggi,Padi
2/18/2020,27.49,27.89,26.94,84.27,3.65,Seunuddon,Aluvial,Tinggi,Padi
2/19/2020,27.42,28.12,26.51,81.83,3.78,Seunuddon,Aluvial,Tinggi,Padi
2/20/2020,28.01,28.41,27.33,77.62,4.65,Seunuddon,Aluvial,Tinggi,Padi
2/21/2020,28.4,28.65,27.95,76.94,5.95,Seunuddon,Aluvial,Tinggi,Padi
2/22/2020,28.25,28.49,27.96,78.42,6.02,Seunuddon,Aluvial,Tinggi,Padi
2/23/2020,27.99,28.82,27.46,79.17,5.18,Seunuddon,Aluvial,Tinggi,Padi
2/24/2020,27.82,28.15,27.69,79.45,5.16,Seunuddon,Aluvial,Tinggi,Padi
2/25/2020,27.95,28.2,27.83,79.66,3.93,Seunuddon,Aluvial,Tinggi,Padi
2/26/2020,28.15,28.47,27.9,77.88,3.31,Seunuddon,Aluvial,Tinggi,Padi
2/27/2020,28.11,28.41,27.85,79.69,3.36,Seunuddon,Aluvial,Tinggi,Padi
2/28/2020,28.13,28.45,27.94,79.48,2.83,Seunuddon,Aluvial,Tinggi,Padi
2/29/2020,28.07,28.36,27.39,80.33,2.38,Seunuddon,Aluvial,Tinggi,Padi
3/1/2020,28.32,28.71,27.89,76.7,2.73,Seunuddon,Aluvial,Tinggi,Padi
3/2/2020,28.26,28.8,27.76,77.13,2.19,Seunuddon,Aluvial,Tinggi,Padi
3/3/2020,28.22,28.72,27.85,77.33,2.3,Seunuddon,Aluvial,Tinggi,Padi
3/4/2020,28.25,28.74,27.51,77.77,2.03,Seunuddon,Aluvial,Tinggi,Padi
3/5/2020,28.43,28.74,28.09,76.92,1.86,Seunuddon,Aluvial,Tinggi,Padi
3/6/2020,27.96,28.11,27.72,79.59,1.53,Seunuddon,Aluvial,Tinggi,Padi
3/7/2020,28.45,28.8,27.97,76.61,1.88,Seunuddon,Aluvial,Tinggi,Padi
3/8/2020,28.43,28.61,28.2,82.16,3.37,Seunuddon,Aluvial,Tinggi,Padi
3/9/2020,28.64,28.8,28.42,81.4,3.59,Seunuddon,Aluvial,Tinggi,Padi
3/10/2020,28.48,28.71,28.09,83.27,4.9,Seunuddon,Aluvial,Tinggi,Padi
3/11/2020,28.39,28.54,28.05,82.11,4.14,Seunuddon,Aluvial,Tinggi,Padi
3/12/2020,28.51,28.83,28.06,80.38,3.12,Seunuddon,Aluvial,Tinggi,Padi
3/13/2020,28.43,28.71,28,80.15,1.99,Seunuddon,Aluvial,Tinggi,Padi
3/14/2020,29.34,29.76,28.43,76.19,2.83,Seunuddon,Aluvial,Tinggi,Padi
3/15/2020,29.15,29.37,28.85,79.49,3.11,Seunuddon,Aluvial,Tinggi,Padi
3/16/2020,29.43,29.72,29.09,79.99,4.15,Seunuddon,Aluvial,Tinggi,Padi
3/17/2020,29.04,29.4,28.74,77.34,1.95,Seunuddon,Aluvial,Tinggi,Padi
3/18/2020,28.63,28.84,28.3,77.35,3.25,Seunuddon,Aluvial,Tinggi,Padi
3/19/2020,28.39,28.79,27.64,76.79,2.17,Seunuddon,Aluvial,Tinggi,Padi
3/20/2020,28.66,28.98,28.23,74.75,2.12,Seunuddon,Aluvial,Tinggi,Padi
3/21/2020,28.79,29.2,28.39,71.12,2.23,Seunuddon,Aluvial,Tinggi,Padi
3/22/2020,28.72,28.96,28.33,74.95,2.78,Seunuddon,Aluvial,Tinggi,Padi
3/23/2020,28.82,29.08,28.47,70.54,1.66,Seunuddon,Aluvial,Tinggi,Padi
3/24/2020,28.61,29.03,27.98,73,1.67,Seunuddon,Aluvial,Tinggi,Padi
3/25/2020,28.97,29.55,28.58,75.61,2.17,Seunuddon,Aluvial,Tinggi,Padi
3/26/2020,28.38,28.7,28.17,79.82,1.72,Seunuddon,Aluvial,Tinggi,Padi
3/27/2020,28.58,28.95,28.28,79.8,2.16,Seunuddon,Aluvial,Tinggi,Padi
3/28/2020,28.99,29.23,28.67,80.27,2.68,Seunuddon,Aluvial,Tinggi,Padi
3/29/2020,28.78,29.08,28.39,81.52,3.06,Seunuddon,Aluvial,Tinggi,Padi
3/30/2020,28.67,29.05,28.2,82.74,4.56,Seunuddon,Aluvial,Tinggi,Padi
3/31/2020,28.68,28.98,28.37,82.08,3.37,Seunuddon,Aluvial,Tinggi,Padi
4/1/2020,29.13,29.34,28.9,80.49,3.72,Seunuddon,Aluvial,Tinggi,Padi
4/2/2020,28.68,29.08,28.3,81.95,3.77,Seunuddon,Aluvial,Tinggi,Padi
4/3/2020,28.73,28.99,28.41,78.91,1.92,Seunuddon,Aluvial,Tinggi,Padi
4/4/2020,29.06,29.64,28.37,79.29,2.42,Seunuddon,Aluvial,Tinggi,Padi
4/5/2020,29.2,29.62,28.79,76.31,2,Seunuddon,Aluvial,Tinggi,Padi
4/6/2020,28.5,28.74,28.32,80.78,2.16,Seunuddon,Aluvial,Tinggi,Padi
4/7/2020,28.42,28.76,28.14,82.29,3.72,Seunuddon,Aluvial,Tinggi,Padi
4/8/2020,28.51,28.85,28.08,81.23,2.75,Seunuddon,Aluvial,Tinggi,Padi
4/9/2020,28.75,29.04,28.3,79.13,1.85,Seunuddon,Aluvial,Tinggi,Padi
4/10/2020,28.89,29.15,28.6,78.45,1.61,Seunuddon,Aluvial,Tinggi,Padi
4/11/2020,29.42,29.77,28.71,74.26,1.8,Seunuddon,Aluvial,Tinggi,Padi
4/12/2020,29.53,29.86,29.2,73.8,1.67,Seunuddon,Aluvial,Tinggi,Padi
4/13/2020,29.27,29.42,29.09,78.51,2.44,Seunuddon,Aluvial,Tinggi,Padi
4/14/2020,28.95,29.34,28.52,79.43,1.55,Seunuddon,Aluvial,Tinggi,Padi
4/15/2020,29.26,29.49,28.92,78.04,1.75,Seunuddon,Aluvial,Tinggi,Padi
4/16/2020,28.76,29.01,28.47,83.53,3.35,Seunuddon,Aluvial,Tinggi,Padi
4/17/2020,27.96,28.45,27.66,83.27,3.19,Seunuddon,Aluvial,Tinggi,Padi
4/18/2020,28.83,29.08,28.33,76.51,2.12,Seunuddon,Aluvial,Tinggi,Padi
4/19/2020,28.74,29.07,28.23,77.88,1.57,Seunuddon,Aluvial,Tinggi,Padi
4/20/2020,29.47,29.88,28.84,77.26,2.8,Seunuddon,Aluvial,Tinggi,Padi
4/21/2020,29.75,30.14,29.28,77.53,2.58,Seunuddon,Aluvial,Tinggi,Padi
4/22/2020,29.54,29.76,29.25,78.77,2.61,Seunuddon,Aluvial,Tinggi,Padi
4/23/2020,28.65,29.13,28.3,81.14,2.04,Seunuddon,Aluvial,Tinggi,Padi
4/24/2020,28.77,29.35,28.28,79.36,2.06,Seunuddon,Aluvial,Tinggi,Padi
4/25/2020,28.88,29.27,28.43,78.02,1.57,Seunuddon,Aluvial,Tinggi,Padi
4/26/2020,28.41,28.79,27.91,77.67,1.31,Seunuddon,Aluvial,Tinggi,Padi
4/27/2020,28.03,28.53,27.78,82.68,2.35,Seunuddon,Aluvial,Tinggi,Padi
4/28/2020,27.65,27.88,27.5,86,2.71,Seunuddon,Aluvial,Tinggi,Padi
4/29/2020,27.98,28.26,27.51,81.25,2.73,Seunuddon,Aluvial,Tinggi,Padi
4/30/2020,27.76,28.16,27.55,84.49,3.51,Seunuddon,Aluvial,Tinggi,Padi
5/1/2020,27.94,28.47,27.56,83.91,3.83,Seunuddon,Aluvial,Tinggi,Padi
5/2/2020,28.54,28.92,28.17,77.97,3.62,Seunuddon,Aluvial,Tinggi,Padi
5/3/2020,28.38,28.84,28.07,78.95,2.27,Seunuddon,Aluvial,Tinggi,Padi
5/4/2020,28.14,29.12,27.23,79.75,2.16,Seunuddon,Aluvial,Tinggi,Padi
5/5/2020,28.93,29.45,27.95,79.86,3.79,Seunuddon,Aluvial,Tinggi,Padi
5/6/2020,29.56,29.93,28.96,72.03,2.01,Seunuddon,Aluvial,Tinggi,Padi
5/7/2020,29.35,29.63,28.9,77.69,1.87,Seunuddon,Aluvial,Tinggi,Padi
5/8/2020,28.9,29.44,27.95,78.47,1.98,Seunuddon,Aluvial,Tinggi,Padi
